PC1,PC2,Cluster
-0.005529047495424428,-0.05883278387676964,1
-0.02587902731523922,-0.01013797839119204,1
-0.018727406494813793,-0.03690145098739163,1
0.019377768626463156,-0.06642565719777765,1
-0.019638262025713622,-0.034367913101892286,1
-0.021795336059532995,-0.022468146642784997,6
0.05770528134693589,-0.03896095059165543,7
0.040823261318338765,-0.08722634441275079,6
0.04520699236439094,-0.13832856660243184,6
0.11860399212866213,-0.16273780678801916,6
0.02167319995878195,-0.12253090147881876,6
0.17125747893265414,-0.19436033029822394,6
-0.06410592711459627,-0.007226222293053888,6
0.12062244160766128,-0.10867918150037838,6
0.13006660105396464,-0.1918742751665159,6
0.06303228895411536,-0.2353267605514851,6
-0.10070052776375905,-0.04265344981369649,0
-0.10070052776375908,-0.042653449813696384,0
-0.20801013929280363,0.15177776140281915,5
-0.2080101392928036,0.1517777614028191,5
-0.2952187450489094,0.24120523065717034,5
-0.19746521314601415,0.1942460672001563,5
-0.17210822930946337,0.2130680219752526,5
-0.15028609207900648,0.05809822715342998,6
0.009644331909292831,0.02078306541859888,8
-0.07525110989392862,-0.09229787769911574,2
-0.18086622160878246,0.1440939447102363,3
-0.22921479865867325,0.13540551171128912,2
-0.13414927855100076,0.027188512597483814,2
-0.1740311615060431,0.16430572464386364,5
-0.28069301712623046,0.17736642545090514,5
-0.29184769087867946,0.18988053235094246,2
-0.2540652752294399,0.2110310459354119,5
-0.29521874504890944,0.24120523065717034,5
-0.19746521314601417,0.19424606720015627,5
-0.1721082293094634,0.2130680219752527,5
-0.1502860920790065,0.05809822715342994,6
0.009644331909292807,0.02078306541859888,8
-0.07525110989392858,-0.09229787769911582,2
-0.18086622160878243,0.14409394471023632,3
-0.2292147986586731,0.13540551171128914,2
-0.13414927855100078,0.02718851259748377,2
-0.17403116150604309,0.16430572464386364,5
-0.2806930171262305,0.17736642545090514,5
-0.2918476908786794,0.1898805323509424,2
-0.25406527522944,0.21103104593541197,5
-0.11228685307657581,0.009874656654488358,2
-0.11228685307657589,0.009874656654488416,2
0.08119168762629203,-0.15505193467543577,6
-0.039711206264475954,0.0345426507488819,8
-0.020457188668711487,-0.1435003344889388,6
-0.023777710841221156,0.08259911721118134,0
-0.05522506648634746,-0.14709289506165468,0
-0.07496862399896123,0.028975436256636372,6
-0.06630023848428794,-0.056589182679519505,0
-0.04331704350937648,0.04520781000270023,7
0.081247888073255,-0.0972685292422802,3
-0.015658794677733037,0.02121186495152182,4
0.0628041786365516,-0.12816760157346707,6
0.06690044418168396,-0.08731000187884062,6
0.005101842391039796,-0.004636886169319609,4
0.09921764562464704,-0.03547250551069745,6
0.0450903799159933,-0.043224874580780275,6
0.02539969323674046,0.03265660031988375,8
0.3421351390215811,0.2503296405646238,4
0.01079949587363311,0.009987196397781945,6
0.006866146314328881,-0.05243649404705078,0
