PC1,PC2,Cluster
0.0646177944826184,-0.13841551208117,4
0.0005108863964084,-0.0385833638852299,9
-0.0333670775857145,0.0120949235577061,3
-0.034475007630661,-0.2219362099993962,6
-0.0331810457771598,-0.1692436052361154,6
-0.0415874173862367,-0.2793165614976848,6
0.0197258026510192,-0.2582492054127936,6
-0.0030136273548847,-0.277292978260121,6
-0.0459191117868858,-0.2213263007706581,6
0.4515828265828434,0.2682892125597427,2
0.5338808260087293,0.3491651309759303,2
0.1318014284973823,0.0592908262394779,8
-0.0235933411892839,-0.0290710714077693,0
0.0734878957811775,0.0140862419495469,8
0.3228366766519357,0.1162687096827193,5
0.4515933629924,0.1691728261995446,2
0.303698089691119,0.1088014872179067,5
-0.008361025093887,-0.0163212493234015,3
-0.0349841738911162,-0.0228034210715839,0
0.0075188283563163,-0.0141413516109119,3
-0.0191185134981625,0.008022974786279,3
0.0761237886481481,-0.0534067181258909,9
0.0111499913632445,-0.0331872203911318,9
0.007979867206136,-0.1350404037470008,4
0.031631742542128,-0.1340199564467287,4
0.0218186944482204,-0.0660503944455442,9
0.0232687450527615,-0.0910521212662468,9
-0.0069280510452489,-0.0785085810709655,9
-0.0337135247037926,0.005593271054962,3
-0.0319206637427127,-0.0250736640067033,0
-0.0252831796335639,0.01580443295339,3
-0.0277487612671179,-0.0128799657677144,3
0.1628747279562521,0.0757024969335773,8
0.0565298421338453,-0.014281293264161,9
-0.0175829264606432,-0.0486003142218182,0
-0.0270090072894528,0.0053010830241111,3
0.0989803674524424,-0.1667627323790777,4
0.1376359606392365,-0.2139332048933024,4
0.0983357053105765,-0.1617589396628301,4
0.076474709167165,-0.1629268576162211,4
0.0802596002155899,-0.099985430926092,4
-0.0122862199243123,-0.0076707993677864,3
0.093432201515959,-0.1624597999896837,4
0.1430198620447184,-0.205876635965122,4
0.0041723434805746,0.0260034953024529,3
0.105035788558923,0.073500302689436,8
0.3991903621138672,0.2574648942460968,2
-0.0330319416144864,-0.0004172825815212,3
0.0199733260686264,-0.0474670325360874,9
0.0132226968239769,0.0117404784497976,3
0.4125009768711652,0.3090512128417497,2
-0.0373968543500582,-0.0387405405754417,0
-0.0472274734057728,-0.0014261261611343,3
-0.0347183172255174,-0.0566884495663653,0
-0.0309575443559638,0.0130878411444233,3
0.0388623605679581,0.0161933169035622,3
-0.0050907389887559,8.487952819734094e-05,3
0.0153677390722334,-0.0173759479368666,3
0.0237419504014324,-0.0578296463345702,9
-0.0288285744828196,0.0015660626747315,3
-0.0119325458224416,-0.0261277842913733,3
-0.0231775004421545,0.0251215564066676,3
0.0153821918507758,-0.0086184689869087,3
-0.0348244497841038,0.0228668530356204,3
-0.013554214667417,0.0105801170707918,3
0.004805787594441,0.0112075949112471,3
-0.0161594332192966,-0.007265224156594,3
-0.0330255990001808,-0.0528033556874767,0
-0.0185267262352655,-0.0230042622164516,3
-0.01579579993818,-0.0158066397451417,3
0.0204216697804736,-0.0519555397450422,9
0.0482782581176863,-0.0409993730782792,9
-0.0046940938245556,-0.0204791543975163,3
0.0434916502655676,-0.0711310152606913,9
0.0435229521942505,-0.0584572074868717,9
-0.0018159696838619,-0.017549192265739,3
-0.0369498374151571,-0.0119287169583175,3
-0.0174807908703037,0.0091412921369375,3
-0.0389873439839897,-0.0278873592318934,0
-0.0479356194233883,-0.0393080841811748,0
-0.0098707441962359,-0.0489315746309487,0
-0.004076964660242,-0.04633106770484,9
0.0030744640834463,-0.0760202807466667,9
-0.0049386560738565,0.0124041384863956,3
-0.0363129330582802,-0.0085707449712678,3
-0.0155338399510199,-0.0066898031700502,3
-0.0475714699766658,-0.0060844394284573,3
-0.017816122620843,-0.0128685418020624,3
-0.0575033743023995,-0.0260012744197124,0
-0.0383542841587198,-0.0233155326090712,0
-0.0364018029234443,0.0138491606980876,3
-0.0517982438656133,-0.1081556868152943,0
0.0290764838603937,-0.0875433076446354,9
0.0275371801106174,-0.1348639063438267,4
0.0105002185284931,-0.0557233471872124,9
0.0370504373790312,-0.036483644045771,9
-0.0158858438498904,0.0186789086680889,3
0.0083120852179539,0.0166150691288409,3
-0.0188742718302715,0.0088232547303276,3
0.1154154989987902,0.0164341430425262,8
0.0044586843217713,-0.0638267677206105,9
-0.0098801855062096,-0.0144233162808004,3
-0.0444952152933121,-0.0266343561477654,0
-0.0193044817735774,-0.047749425086042,0
0.0746021222154645,-0.1212990263736171,4
-0.0051836900576663,-0.0241859179837264,3
-0.0507422059802865,-0.0527150847105059,0
-0.0553273450734871,-0.0435248287099693,0
-0.0505461809901419,-0.0122350919202672,0
-0.0127552151961301,-0.0370431765572459,0
0.0033414883487184,-0.0295480247880113,9
0.0116385277202938,-0.0601306788066432,9
-0.0365125073859899,0.0030242242474789,3
-0.0070540501443736,0.0104161009936846,3
-0.0196519146063649,0.0084755549361002,3
0.199703446891295,0.1298710514427409,5
-0.0294022155907054,-0.0204419646670137,0
