PC1,PC2,Cluster
0.1631694328455529,0.0292747739675051,8
-0.0202748143739338,-0.0091402155707878,3
-0.0169472353379903,0.006054954836333,3
0.0138092441790607,-0.0501284173315719,9
-0.0427246418222588,0.0290438846019514,3
0.1759954946970701,0.1735967725147134,5
-0.0356365485987598,0.0085765498390179,3
-0.0295999506148228,0.0083462774012751,3
-0.0189414584578702,0.0018936817022037,3
-0.0421710571475546,0.02426750223,3
-0.0449580385274295,-0.00320868868754,3
-0.0194017338026124,-0.0122122448279246,3
-0.0215796376358553,-0.0245987707375941,0
0.0234159148981985,-0.0788405618264252,9
0.017441044019185,-0.0423847724282167,9
-0.0017033816203495,-0.0612785031476599,9
-0.0089073864889311,-0.0476954633483142,0
0.0566516654193593,-0.0840564310217552,9
-0.0315392961447908,-0.0276899716923213,0
-0.0164883779045629,0.0068073929184768,3
-0.0430191458244392,0.0178271641403927,3
-0.0203250636062136,-0.0049146673771157,3
-0.0432106962822613,0.0002853581900929,3
-0.0152471959664143,-0.0022008437430297,3
-0.0310014497426575,0.0011415604817857,3
-0.0290107487345063,0.0064424744364416,3
-0.0970718480624859,0.09856998991503,7
-0.0236398360117089,0.018830508597231,3
0.3736246084783194,0.2330630419270401,2
0.4319470172671094,0.3648209820017479,2
0.14933096614509,0.1676702462869391,5
0.2132580019403142,0.1961077137043426,5
0.1914066517234972,0.1941090759746938,5
-0.0473804921666216,0.0514353014580436,3
0.0976922207335984,-0.0821415371549905,4
-0.0691589912996577,-0.0751064361525943,0
-0.0805122023984077,-0.0430748624789699,0
-0.0105473593136658,-0.0779514352330725,9
-0.0587975594674264,-0.0836822765825308,0
-0.0590433696468265,-0.0333639890755558,0
-0.0180403706462921,0.0229515406387893,3
0.066119837267071,0.0940027776684882,8
0.2484907318822791,0.0507122474103115,5
-0.0586978349437092,-0.0022793237365683,3
-0.0471069884673874,-0.0083035839740358,3
-0.0045309057136471,-0.0795804068775453,9
-0.0066129169989593,-0.0928911414331736,9
-0.0593719379161194,-0.084223544523888,0
-0.0601352877793362,-0.0602692075259589,0
-0.0430505931063754,-0.0643581449031565,0
-0.0543080208872326,0.0183548801899348,3
-0.0058485576390555,-0.0689524168956213,9
-0.0145082152447058,-0.0403210693985661,0
-0.0286690173490543,-0.0274400504267126,0
0.0108214597112992,-0.059519613056441,9
-0.0240272984312283,-0.0424400187785008,0
-0.0229304507587974,-0.036969421341742,0
-0.0149682107011541,-0.0384912035235294,0
-0.0005402942421918,-0.0618021385378654,9
-0.0211584695414162,-0.0388566811121032,0
-0.0302487949897341,-0.0320823666675901,0
0.0569082976634315,-0.0137544202841899,9
0.0252402504001436,-0.1068807445963001,9
0.0052257767445842,-0.1078823325778874,9
0.0520030387313589,-0.1307975213387745,4
0.0085627677790063,-0.1123446379253207,9
0.0822123895577134,-0.1946378661510513,4
-0.0550118932119951,-0.005697082663526,3
0.05898509612126,-0.1326781471567827,4
0.0430691558429531,-0.1586795685293699,4
0.0013559024370312,-0.1603541059277022,6
-0.0772643948904115,-0.0194674822618793,0
-0.0772643948904115,-0.0194674822618793,0
-0.1994823608215241,0.1946051314997415,7
-0.1994823608215241,0.1946051314997415,7
-0.2465768050035034,0.3427851619232768,1
-0.1839270414283819,0.2660613649738617,1
-0.2523498228658868,0.2594129733643428,1
-0.1154544165106048,0.0773333003314492,7
-0.0039729955385836,0.0106477598742787,3
-0.0562510044256378,-0.0307626466129077,0
-0.1873463595745068,0.2053055153802333,7
-0.0887214084806834,0.0512845674544565,3
-0.1168666985949764,0.0586373785827653,7
-0.1103392730842463,0.1879559872238359,7
-0.2757215453873405,0.2500764390929624,1
-0.2896888763814789,0.2980209401602831,1
-0.2246940455264344,0.2497938369925845,1
-0.2465768050035034,0.3427851619232768,1
-0.1839270414283819,0.2660613649738617,1
-0.2523498228658868,0.2594129733643428,1
-0.1154544165106048,0.0773333003314492,7
-0.0039729955385836,0.0106477598742787,3
-0.0562510044256378,-0.0307626466129077,0
-0.1873463595745068,0.2053055153802333,7
-0.0887214084806834,0.0512845674544565,3
-0.1168666985949764,0.0586373785827653,7
-0.1103392730842463,0.1879559872238359,7
-0.2757215453873405,0.2500764390929624,1
-0.2896888763814789,0.2980209401602831,1
-0.2246940455264344,0.2497938369925845,1
-0.0589459331840756,-0.0158021593117499,0
-0.0589459331840756,-0.0158021593117499,0
0.0331577798289877,-0.1368911952627196,4
-0.0185918106212037,0.0105490899611728,3
-0.0295589506597632,-0.097672544712226,0
0.0233068895590701,0.0569117292101122,3
-0.0453896029364376,-0.1100476008802177,0
-0.029531476525565,-0.0003627963204361,3
-0.0371970908415197,-0.0455606292991953,0
-0.0276838439540529,0.0299440622697386,3
0.039877618162473,-0.1046533785382069,9
-0.0164362523999622,-0.0127114380292119,3
0.0229443768722749,-0.1102460670980893,9
0.0367450864119195,-0.0622929544816134,9
-0.0042089818562703,-0.0060659456065092,3
0.0667922589474955,-0.0354178234790173,9
0.0191002882607836,-0.0553367152340268,9
0.0197963176271305,0.0155338288688812,3
0.385391410919822,0.1812316355789131,2
0.0050091323159979,-0.0008403071731786,3
-0.0119216887960675,-0.0548889339466708,0
